EntryTime,ExitTime,Direction,EntryPrice,ExitPrice,Actual%,MFE%,MAE%,Efficiency,ETD%,Bars
2017-10-11 22:00:00,2017-10-12 06:00:00,SHORT,1.18602,1.18783,-0.05649145882868319,0.016019965936504822,-0.1669449081802896,-3.5263157894709165,0.07251142476518802,8
2017-10-13 16:00:00,2017-10-16 11:00:00,SHORT,1.18364,1.18018,0.2576796999087558,0.47142712311175,-0.2568348484336396,0.5465949820788606,0.21374742320299422,19
2017-10-19 00:00:00,2017-10-19 08:00:00,SHORT,1.17942,1.18137,-0.10344067422970603,0.2195994641433815,-0.24249207237456416,-0.47104247104249425,0.32304013837308754,8
2017-10-20 02:00:00,2017-10-20 03:00:00,SHORT,1.18231,1.18094,0.03721528194805051,0.13279089240555111,0.0,0.28025477707004837,0.0955756104575006,1
2017-10-20 04:00:00,2017-10-20 08:00:00,SHORT,1.1819,1.18054,0.130298671630415,0.24198324731363588,-0.060918859463580166,0.5384615384615207,0.11168457568322088,4
2017-10-20 16:00:00,2017-10-20 18:00:00,SHORT,1.17692,1.17858,-0.07562111273494013,0.0033987016959555454,-0.16568670767767718,-22.24999999997918,0.07901981443089567,2
2017-10-24 03:00:00,2017-10-24 05:00:00,SHORT,1.17612,1.17618,0.04931469577934436,0.06717001666497198,-0.07652280379552263,0.7341772151898412,0.01785532088562762,2
2017-10-27 14:00:00,2017-10-29 22:00:00,SHORT,1.1581,1.16058,-0.12520507728176958,0.05958034712027091,-0.3721612986788737,-2.1014492753630045,0.1847854244020405,8
2017-10-30 23:00:00,2017-10-31 03:00:00,SHORT,1.16438,1.1638,0.061835483261482846,0.09447087720502576,-0.07901200638966935,0.6545454545455757,0.03263539394354291,4
2017-11-02 07:00:00,2017-11-02 13:00:00,SHORT,1.1658,1.1652,0.0634757248241519,0.2753474009263969,-0.08492022645394119,0.23052959501556938,0.21187167610224503,6
2017-11-03 17:00:00,2017-11-05 23:00:00,SHORT,1.16044,1.16158,-0.09048292027162072,0.04308710489124341,-0.11892040949985859,-2.100000000000222,0.13357002516286412,5
2017-11-09 17:00:00,2017-11-09 22:00:00,SHORT,1.16475,1.16384,0.02661515346641189,0.08327967374972443,-0.06439150032195994,0.31958762886604075,0.05666452028331254,5
2017-11-09 23:00:00,2017-11-10 04:00:00,SHORT,1.16443,1.16482,-0.0025763678366217367,0.0231873105296147,-0.08759650644521533,-0.11111111111101973,0.025763678366236435,5
2017-11-10 05:00:00,2017-11-10 06:00:00,SHORT,1.16444,1.16458,-0.03864518566865287,0.02748102091991652,-0.054962041839852115,-1.4062500000007374,0.06612620658856938,1
2017-11-10 07:00:00,2017-11-10 08:00:00,SHORT,1.16486,1.16328,0.12362000583762064,0.22148584379238934,0.0,0.558139534883757,0.09786583795476869,1
2017-11-10 19:00:00,2017-11-10 21:00:00,SHORT,1.16606,1.16652,-0.03773390734610534,0.017151776066428828,-0.07375263708555828,-2.1999999999977797,0.05488568341253417,2
2017-11-15 12:00:00,2017-11-15 14:00:00,SHORT,1.18472,1.18448,0.22959011411979674,0.27854682963063687,-0.11817138226754573,0.8242424242424209,0.04895671551084013,2
2017-11-15 18:00:00,2017-11-15 21:00:00,SHORT,1.17974,1.17924,0.05255395256582509,0.07459270686761421,-0.05594453015070125,0.7045454545455347,0.022038754301789122,3
2017-11-15 23:00:00,2017-11-16 04:00:00,SHORT,1.17698,1.17776,-0.06287277608796964,0.0025488963278878568,-0.16737752553144722,-24.666666666693803,0.06542167241585749,5
2017-11-16 08:00:00,2017-11-16 13:00:00,SHORT,1.17712,1.17611,-0.034830773413077804,0.122332472475184,-0.21747995106702103,-0.2847222222222597,0.1571632458882618,5
2017-11-17 06:00:00,2017-11-17 14:00:00,SHORT,1.18037,1.17868,0.0770944703779295,0.2533104026703344,-0.10420461380754038,0.30434782608696304,0.1762159322924049,8
2017-11-17 19:00:00,2017-11-19 22:00:00,SHORT,1.18005,1.1791,0.28388627600525096,0.29236049319943674,-0.04660819456803105,0.9710144927536258,0.008474217194185785,3
2017-11-20 00:00:00,2017-11-20 04:00:00,SHORT,1.1734,1.17367,0.04602011249360704,0.0784046361002243,-0.14146923470257328,0.5869565217390937,0.03238452360661726,4
2017-11-20 10:00:00,2017-11-21 00:00:00,SHORT,1.17944,1.1737,0.43410432069456806,0.5646747609034889,-0.02034864003255935,0.7687687687687582,0.13057044020892083,14
2017-11-21 01:00:00,2017-11-21 05:00:00,SHORT,1.1743,1.17388,0.013625138380306394,0.10814953589371391,-0.01532828067785651,0.12598425196846677,0.09452439751340752,4
2017-11-22 21:00:00,2017-11-23 05:00:00,SHORT,1.18206,1.1835,-0.0744463056020838,0.05921865218348856,-0.15143055344060016,-1.2571428571425853,0.13366495778557236,8
2017-11-23 11:00:00,2017-11-23 15:00:00,SHORT,1.18468,1.18462,0.030387952864901573,0.04980247830636699,-0.07596988216228205,0.6101694915254173,0.019414525441465418,4
2017-11-24 16:00:00,2017-11-27 05:00:00,SHORT,1.1934,1.19236,0.046924752807115465,0.18769901122842464,-0.08547008547008722,0.25000000000004957,0.14077425842130917,13
2017-11-28 21:00:00,2017-11-29 00:00:00,SHORT,1.18418,1.18496,-0.057423702477665046,0.03715651336789981,-0.0954246820584772,-1.5454545454545914,0.09458021584556486,3
2017-11-30 16:00:00,2017-12-01 13:00:00,SHORT,1.19226,1.18916,0.4478888832972776,0.49653599047188923,-0.14929629443241346,0.9020270270270253,0.048647107174611626,21
