EntryTime,ExitTime,Direction,EntryPrice,ExitPrice,Actual%,MFE%,MAE%,Efficiency,ETD%,Bars
2024-01-27 10:00:00,2024-01-27 13:30:00,LONG,41669.79,41727.41,0.19224958897081215,0.32935131182566063,-0.04485263784627263,0.5837219469542537,0.13710172285484848,42
2024-01-27 14:40:00,2024-01-27 17:25:00,LONG,41791.65,41814.28,0.044769708781536806,0.24906889294870269,-0.13890334552477088,0.1797482947449299,0.2042991841671659,33
2024-01-27 19:15:00,2024-01-27 23:45:00,LONG,41848.07,42127.23,0.6801747368516623,0.8409706827578913,-0.03842471110376595,0.8087972039894274,0.16079594590622903,54
2024-01-28 01:35:00,2024-01-28 03:25:00,LONG,42169.99,42106.88,-0.14586202178372526,0.01757173762669494,-0.21339820094811016,-8.300944669361103,0.1634337594104202,22
2024-01-28 03:55:00,2024-01-28 06:25:00,LONG,42188.0,42401.82,0.5641414620271167,1.5518156821845082,0.0,0.3635363841876946,0.9876742201573915,30
2024-01-28 08:40:00,2024-01-28 11:35:00,LONG,42561.0,42421.34,-0.3594840346796363,0.321890933013792,-0.47724442564789976,-1.116788321167883,0.6813749676934283,35
2024-01-28 14:15:00,2024-01-28 15:20:00,LONG,42431.75,42389.99,-0.15785349414059802,0.2645424711448385,-0.42331508834776466,-0.5967037861915653,0.4223959652854365,13
2024-01-28 21:15:00,2024-01-28 22:45:00,LONG,41911.1,41769.76,-0.2762513987941114,0.27892372187797854,-0.6926327392981833,-0.9904191616766244,0.55517512067209,18
2024-01-28 23:45:00,2024-01-29 04:35:00,LONG,42048.12,42270.92,0.4721733100076789,1.084186403577609,-0.4118614577774233,0.43550934456436347,0.6120130935699301,58
2024-01-29 07:35:00,2024-01-29 07:50:00,LONG,42186.52,42022.8,-0.321003012336638,2.3704254349581973e-05,-0.4684908828696926,-13541.999997240957,0.3210267165909876,3
2024-01-29 09:30:00,2024-01-29 11:55:00,LONG,42171.6,42214.8,0.17867474793462554,0.49677982338825183,-2.371264073935366e-05,0.3596658711217114,0.3181050754536263,29
2024-01-29 15:45:00,2024-01-29 18:35:00,LONG,42104.1,43028.02,2.037545037181651,2.8731168698535403,-0.0218981049351516,0.7091758287178609,0.8355718326718895,34
2024-01-29 19:40:00,2024-01-29 23:00:00,LONG,43107.12,43111.11,-0.010462308778693722,0.3619587669043973,-0.2988601418976766,-0.02890469781453612,0.372421075683091,40
2024-01-29 23:55:00,2024-01-30 04:00:00,LONG,43255.34,43519.71,0.6627389820540205,1.2299290677174242,-0.2807514632875272,0.5388432548260454,0.5671900856634037,49
2024-01-30 07:40:00,2024-01-30 08:15:00,LONG,43379.99,43358.0,0.010096821138051569,0.06583680632477082,-0.37858468847041216,0.1533613445379516,0.05573998518671925,7
2024-01-30 08:35:00,2024-01-30 10:00:00,LONG,43467.02,43324.41,-0.3669678758746166,2.3005947962471935e-05,-0.3901578714160679,-15950.99999674983,0.36699088182257905,17
2024-01-30 11:00:00,2024-01-30 13:00:00,LONG,43482.01,43394.54,-0.15951424508664752,0.9207256058310058,-0.5165814551811257,-0.1732484076433142,1.0802398509176534,24
2024-01-30 14:50:00,2024-01-30 16:25:00,LONG,43402.55,43331.93,-0.24265855347208792,0.505615453469893,-0.4113813589293783,-0.4799270904534113,0.7482740069419809,19
2024-01-30 17:15:00,2024-01-30 18:00:00,LONG,43475.62,43398.31,-0.07687066912445534,0.030867874914718305,-0.3889766264402913,-2.490312965723538,0.10773854403917364,9
2024-01-30 18:35:00,2024-01-30 18:50:00,LONG,43482.01,43373.99,-0.17795865462522237,0.0321742256165204,-0.2576007870841344,-5.5310936383142195,0.21013288024174276,3
2024-01-30 19:40:00,2024-01-30 22:15:00,LONG,43392.56,43527.59,0.3925327291130133,0.8467811071759821,-0.02896809960048384,0.46355867624646385,0.4542483780629688,31
2024-01-31 03:15:00,2024-01-31 07:15:00,LONG,42925.36,42967.04,0.19715617993651627,0.3166892485001927,-0.12640546287789325,0.6225540679711339,0.11953306856367643,48
2024-01-31 07:45:00,2024-01-31 08:45:00,LONG,43039.99,42951.68,-0.13394519840734503,0.11875002759062114,-0.2361524712250152,-1.1279593034631346,0.2526952259979662,12
2024-01-31 12:25:00,2024-01-31 19:15:00,LONG,42665.39,43388.9,1.2010203117796374,2.530669472375622,-0.3376976045455151,0.47458600377875526,1.3296491605959844,82
2024-01-31 22:55:00,2024-02-01 00:30:00,LONG,42657.12,42486.4,-0.48547581271310336,0.07445415911809039,-0.5588281628014378,-6.520465994963411,0.5599299718311938,19
2024-02-01 03:20:00,2024-02-01 03:55:00,LONG,42078.7,42054.48,-0.14983827922439533,0.12193817774789847,-0.285156147884792,-1.2288053011106908,0.2717764569722938,7
2024-02-01 05:15:00,2024-02-01 08:35:00,LONG,42151.28,42179.26,0.11418395835192824,0.3528243982151934,-0.25111930171515207,0.3236282947821697,0.23864043986326516,40
2024-02-01 09:20:00,2024-02-01 09:35:00,LONG,42230.04,42165.35,-0.07759878986618074,0.05481879723533639,-0.1753254318489892,-1.4155507559396119,0.13241758710151713,3
2024-02-01 10:30:00,2024-02-01 12:05:00,LONG,42258.0,42091.07,-0.6625964314449335,0.09472762553835685,-0.7409484594632982,-6.9947539345492915,0.7573240569832904,19
2024-02-01 14:00:00,2024-02-01 16:35:00,LONG,42219.61,42456.09,0.5362437028669887,1.721924953830691,-0.07960755677279013,0.31142106493899796,1.1856812509637025,31
2024-02-01 17:20:00,2024-02-01 19:10:00,LONG,42997.65,42920.4,-0.27510805823109136,0.39904506409071605,-0.5252147501084402,-0.6894160158526613,0.6741531223218074,22
2024-02-01 19:55:00,2024-02-01 22:10:00,LONG,43233.12,43032.0,-0.4023304355549688,0.10822721099009479,-0.7800963705603527,-3.717460995939284,0.5105576465450635,27
2024-02-02 00:00:00,2024-02-02 02:05:00,LONG,43082.95,43129.51,0.1830886696477485,0.8116435852233896,-0.08465065646617488,0.22557767101351117,0.6285549155756411,25
2024-02-02 06:00:00,2024-02-02 08:15:00,LONG,43103.98,43022.11,-0.1548580896706058,0.38771361716480784,-0.24123062417902752,-0.3994135950215525,0.5425717068354137,27
2024-02-02 10:40:00,2024-02-02 13:20:00,LONG,43085.27,43035.02,-0.05879039402560196,0.3581270350632662,-0.11662918672669337,-0.16416072585867786,0.4169174290888682,32
2024-02-02 15:20:00,2024-02-02 17:50:00,LONG,43028.62,43027.03,-0.05556766635788805,1.067614996716133,-0.19910004085654043,-0.052048413078504996,1.1231826630740211,30
2024-02-02 19:50:00,2024-02-02 21:25:00,LONG,43021.19,43044.95,0.08010006231812539,0.15973523744926896,-0.2805826617069382,0.5014551804423537,0.07963517513114357,19
2024-02-02 21:45:00,2024-02-02 22:15:00,LONG,43009.88,43028.65,0.1605445074480629,0.1605677579198197,-0.034224694419035556,0.9998551983781924,2.3250471756802726e-05,6
2024-02-02 22:25:00,2024-02-03 02:10:00,LONG,43109.94,43182.03,0.12669931806909343,0.6264680489000906,-0.029505956166956303,0.20224386270224534,0.49976873083099715,45
2024-02-03 04:45:00,2024-02-03 05:20:00,LONG,43206.0,43157.95,-0.1164884506781506,0.007198074341527987,-0.12998194695182033,-16.183279742762807,0.12368652501967858,7
2024-02-03 09:50:00,2024-02-03 11:10:00,LONG,43119.05,43057.25,-0.20160462718914327,0.014448370267888382,-0.20160462718914327,-13.953451043347854,0.21605299745703166,16
2024-02-03 12:55:00,2024-02-03 14:45:00,LONG,43067.05,43059.29,-0.08491410486671297,0.061462301225632794,-0.10251456740129972,-1.3815640347566358,0.14637640609234576,22
2024-02-03 15:55:00,2024-02-03 19:00:00,LONG,43135.69,43070.35,-0.19046872786781316,0.31136629552001527,-0.24761398275999513,-0.6117191571737393,0.5018350233878284,37
2024-02-03 21:00:00,2024-02-03 22:00:00,LONG,43065.15,43045.01,-0.08201527220966305,0.06476234263667818,-0.0881687396885908,-1.2664037289351182,0.14677761484634122,12
2024-02-03 23:10:00,2024-02-03 23:25:00,LONG,43073.54,43002.07,-0.14681867336652146,0.0,-0.19394737465274706,,0.14681867336652146,3
2024-02-04 01:35:00,2024-02-04 04:05:00,LONG,43016.99,43007.42,-0.05449009798220437,0.12041753734978414,-0.06102240068400881,-0.4525096525095316,0.1749076353319885,30
2024-02-04 09:35:00,2024-02-04 13:20:00,LONG,42982.62,43015.0,0.06283935227772239,0.3173840961765435,-0.2566618786849189,0.19799149684793366,0.2545447438988211,45
2024-02-04 17:10:00,2024-02-04 17:30:00,LONG,42955.45,42866.98,-0.13842248189694004,0.022232336059808268,-0.26620603439144175,-6.226178010469216,0.1606548179567483,4
2024-02-04 17:45:00,2024-02-04 17:55:00,LONG,42939.99,42900.54,-0.09441082776218829,0.023311603006898787,-0.11411274199178902,-4.049950049949312,0.11772243076908707,2
2024-02-04 18:20:00,2024-02-04 18:25:00,LONG,42876.02,42826.71,-0.13189190601178852,0.0,-0.15754727234476437,,0.13189190601178852,1
2024-02-04 21:05:00,2024-02-04 22:35:00,LONG,42931.26,42625.59,-1.1650252054097725,0.015140482715857861,-1.6520828878537503,-76.94769230769285,1.1801656881256304,18
