Size,EntryBar,ExitBar,EntryPrice,ExitPrice,SL,TP,PnL,Commission,ReturnPct,EntryTime,ExitTime,Duration,Tag,Entry_y_true,Exit_y_true,Entry_forecast,Exit_forecast
36684,222,269,1.09017,1.0945106,1.0857894,1.0945106,143.20200577391694,16.028564626079998,0.0035807845381913045,2017-05-02 15:00:00,2017-05-04 14:00:00,1 days 23:00:00,,1.0,0.0,1.0,1.0
37060,270,283,1.09454,1.0988980799999999,1.09014192,1.0988980799999999,145.25268175103332,16.25776304896,0.0035808580627476852,2017-05-04 15:00:00,2017-05-05 04:00:00,0 days 13:00:00,,0.0,-1.0,1.0,1.0
37460,284,295,1.09838,1.0995,1.0939565999999998,1.1027434,25.488683040000367,16.46651696,0.0006194795972249948,2017-05-05 05:00:00,2017-05-05 16:00:00,0 days 11:00:00,,-1.0,-1.0,1.0,-1.0
-37514,295,299,1.0995,1.09975,1.1039180800000001,1.09512192,-25.879032900003136,16.500532900000003,-0.0006274215552524307,2017-05-05 16:00:00,2017-05-05 20:00:00,0 days 04:00:00,,-1.0,-1.0,-1.0,1.0
37412,299,301,1.09975,1.1002,1.1002,1.10417912,0.3744941200022964,16.460905880000002,9.102068652121404e-06,2017-05-05 20:00:00,2017-05-07 22:00:00,2 days 02:00:00,,-1.0,-1.0,1.0,-1.0
-37428,302,303,1.0993,1.09647,1.1037172800000001,1.09492272,89.48458408799581,16.436655912,0.002174880378422483,2017-05-07 23:00:00,2017-05-08 00:00:00,0 days 01:00:00,,-1.0,-1.0,1.0,1.0
37851,303,308,1.09647,1.09721,1.092114,1.100886,11.403143663998595,16.606596336000003,0.0002747580873165299,2017-05-08 00:00:00,2017-05-08 05:00:00,0 days 05:00:00,,-1.0,-1.0,1.0,-1.0
-37867,308,318,1.09721,1.09285104,1.10162896,1.09285104,148.47453003966487,16.586208280336002,0.003573561845043339,2017-05-08 05:00:00,2017-05-08 15:00:00,0 days 10:00:00,,-1.0,-1.0,-1.0,-1.0
-38564,319,338,1.09278,1.0884288,1.0971712,1.0884288,150.97644956736426,16.82322723264,0.003582567616537729,2017-05-08 16:00:00,2017-05-09 11:00:00,0 days 19:00:00,,-1.0,0.0,-1.0,-1.0
-39267,339,386,1.0886,1.08704,1.09298452,1.08427548,44.17034882400023,17.086171176,0.0010333198603710947,2017-05-09 12:00:00,2017-05-11 11:00:00,1 days 23:00:00,,0.0,1.0,-1.0,1.0
39486,386,412,1.08704,1.09135804,1.08266196,1.09135804,153.29888243851292,17.203245001488,0.0035714972696498037,2017-05-11 11:00:00,2017-05-12 13:00:00,1 days 02:00:00,,1.0,1.0,1.0,1.0
39861,413,421,1.0922,1.09292,1.09292,1.0965989200000001,11.279706335993296,17.420213664000002,0.00025908807910619646,2017-05-12 14:00:00,2017-05-14 22:00:00,2 days 08:00:00,,1.0,1.0,1.0,1.0
39887,422,433,1.09262,1.0969704,1.0882296,1.0969704,156.0571663430435,17.46723845696,0.003580825831487612,2017-05-14 23:00:00,2017-05-15 10:00:00,0 days 11:00:00,,1.0,1.0,1.0,1.0
40298,434,453,1.09696,1.1013679200000002,1.09259208,1.1013679200000002,159.91271645597732,17.717643704032003,0.0036175014731624883,2017-05-15 11:00:00,2017-05-16 06:00:00,0 days 19:00:00,,1.0,1.0,1.0,1.0
40716,454,457,1.10139,1.10581564,1.09700436,1.10581564,162.22064127235234,17.973716967648002,0.003617427861157344,2017-05-16 07:00:00,2017-05-16 10:00:00,0 days 03:00:00,,1.0,1.0,1.0,1.0
41159,458,471,1.1053,1.1097412800000002,1.10089872,1.1097412800000002,164.5648667113048,18.233776808704,0.003617363380077982,2017-05-16 11:00:00,2017-05-17 00:00:00,0 days 13:00:00,,1.0,0.0,1.0,1.0
41595,472,485,1.10954,1.1139982400000001,1.10512176,1.1139982400000001,166.942878181447,18.49761461856,0.003617293970474388,2017-05-17 01:00:00,2017-05-17 14:00:00,0 days 13:00:00,,0.0,1.0,1.0,1.0
42002,486,512,1.11468,1.11020136,1.11020136,1.11911864,-206.80173065653844,18.689893376544,-0.0044170670255139505,2017-05-17 15:00:00,2017-05-18 17:00:00,1 days 02:00:00,,1.0,1.0,1.0,
